species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup
Ctenopterella_denticulata,trnL-trnF,JF514047,264,Ctenopterella denticulata (Blume) Parris,Ctenopterella denticulata (Blume) Parris,1080196,FALSE
Ctenopterella_lasiostipes,atpB,KY711778,1272,Ctenopterella lasiostipes (Mett.) Parris,Ctenopterella lasiostipes (Mett.) Parris,263088,FALSE
Ctenopterella_lasiostipes,rbcL,KY711953,1239,Ctenopterella lasiostipes (Mett.) Parris,Ctenopterella lasiostipes (Mett.) Parris,263088,FALSE
Ctenopterella_lasiostipes,rps4-trnS,KY712279,470,Ctenopterella lasiostipes (Mett.) Parris,Ctenopterella lasiostipes (Mett.) Parris,263088,FALSE
Ctenopterella_lasiostipes,trnL-trnF,KY711605,299,Ctenopterella lasiostipes (Mett.) Parris,Ctenopterella lasiostipes (Mett.) Parris,263088,FALSE
Ctenopterella_parvula,atpB,KY711771,1272,Ctenopterella parvula (Bory ex Willd.) Parris,Ctenopterella parvula (Bory ex Willd.) Parris,1521225,FALSE
Ctenopterella_parvula,rbcL,KF992462,1254,Ctenopterella parvula (Bory ex Willd.) Parris,Ctenopterella parvula (Bory ex Willd.) Parris,1521225,FALSE
Ctenopterella_parvula,rps4-trnS,KY712273,463,Ctenopterella parvula (Bory ex Willd.) Parris,Ctenopterella parvula (Bory ex Willd.) Parris,1521225,FALSE
Ctenopterella_parvula,trnL-trnF,KY711598,297,Ctenopterella parvula (Bory ex Willd.) Parris,Ctenopterella parvula (Bory ex Willd.) Parris,1521225,FALSE
Ctenopterella_zenkeri,atpB,KY711774,1272,Ctenopterella zenkeri (Hieron.) Parris,Ctenopterella zenkeri (Hieron.) Parris,1969137,FALSE
Ctenopterella_zenkeri,rbcL,KY711949,1239,Ctenopterella zenkeri (Hieron.) Parris,Ctenopterella zenkeri (Hieron.) Parris,1969137,FALSE
Ctenopterella_zenkeri,rps4-trnS,KY712276,464,Ctenopterella zenkeri (Hieron.) Parris,Ctenopterella zenkeri (Hieron.) Parris,1969137,FALSE
Ctenopterella_zenkeri,trnL-trnF,KY711601,297,Ctenopterella zenkeri (Hieron.) Parris,Ctenopterella zenkeri (Hieron.) Parris,1969137,FALSE
Culcita_coniifolia,plastome,OM419350,67188,Culcita coniifolia (Hook.) Maxon,Culcita coniifolia (Hook.) Maxon,37227,FALSE
Culcita_macrocarpa,atpA,AM176436,1103,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,361541,FALSE
Culcita_macrocarpa,atpB,AM176596,1189,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,361541,FALSE
Culcita_macrocarpa,rbcL,AM177334,1288,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,361541,FALSE
Culcita_macrocarpa,rps4,AM176492,520,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,361541,FALSE
Culcita_macrocarpa,rps4-trnS,AM176492,118,Culcita macrocarpa C. Presl,Culcita macrocarpa C.Presl,361541,FALSE
Cyathea_abrapatriciana,trnL-trnF,MN155467,934,Cyathea abrapatriciana Lehnert & A. Tejedor,Cyathea abrapatriciana Lehnert & A.Tejedor,2598252,FALSE
Cyathea_acutidens,trnL-trnF,MN155469,939,Cyathea acutidens (Christ) Domin,Cyathea acutidens (Christ) Domin,2598253,FALSE
Cyathea_aemula,trnL-trnF,MN155471,816,Cyathea aemula Lehnert,Cyathea aemula Lehnert,2598254,FALSE
Cyathea_alata,atpA,AM176437,1514,Cyathea alata (E. Fourn.) Copel.,Alsophila alata E.Fourn.,361542,FALSE
Cyathea_alata,atpB,AM176597,1481,Cyathea alata (E. Fourn.) Copel.,Alsophila alata E.Fourn.,361542,FALSE
Cyathea_alata,rbcL,AM177335,1309,Cyathea alata (E. Fourn.) Copel.,Alsophila alata E.Fourn.,361542,FALSE
Cyathea_alata,trnL-trnF,MN155472,867,Cyathea alata (E. Fourn.) Copel.,Alsophila alata E.Fourn.,361542,FALSE
Cyathea_alfonsiana,rbcL,KT235813,1282,Cyathea alfonsiana L. D. Gómez,Cyathea alfonsiana L.D.Gomez,544598,FALSE
Cyathea_alfonsiana,trnL-trnF,KT235864,905,Cyathea alfonsiana L. D. Gómez,Cyathea alfonsiana L.D.Gomez,544598,FALSE
Cyathea_amabilis,trnL-trnF,MN155473,933,Cyathea amabilis (C. V. Morton) Lehnert,Cyathea amabilis (C.V.Morton) Lehnert,1710938,FALSE
Cyathea_andicola,trnL-trnF,MN155475,927,Cyathea andicola Domin,Cyathea andicola Domin,2598255,FALSE
Cyathea_andina,rbcL,KT235814,637,Cyathea andina (H. Karst.) Domin,Cyathea andina (H.Karst.) Domin,1793797,FALSE
Cyathea_arborea,atpA,AM176438,1514,Cyathea arborea (L.) Sm.,Cyathea arborea (L.) Sm.,361543,FALSE
Cyathea_arborea,atpB,AM176598,1482,Cyathea arborea (L.) Sm.,Cyathea arborea (L.) Sm.,361543,FALSE
Cyathea_arborea,rbcL,AM177336,1309,Cyathea arborea (L.) Sm.,Cyathea arborea (L.) Sm.,361543,FALSE
Cyathea_arborea,rps4,AM176493,600,Cyathea arborea (L.) Sm.,Cyathea arborea (L.) Sm.,361543,FALSE
Cyathea_arborea,rps4-trnS,AM176493,118,Cyathea arborea (L.) Sm.,Cyathea arborea (L.) Sm.,361543,FALSE
Cyathea_armata,trnL-trnF,MN155478,940,Cyathea armata (Sw.) Domin,Cyathea armata (Sw.) Domin,2598256,FALSE
Cyathea_arnecornelii,trnL-trnF,MN155479,934,Cyathea arnecornelii Lehnert,Cyathea arnecornelii Lehnert,2598257,FALSE
Cyathea_ars,matK,MF178055,1493,Cyathea ars Lehnert,Cyathea ars Lehnert,2071574,FALSE
Cyathea_ars,trnL-trnF,MF066479,970,Cyathea ars Lehnert,Cyathea ars Lehnert,2071574,FALSE
Cyathea_aspera,trnL-trnF,MN155483,937,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,2598258,FALSE
Cyathea_assurgens,trnL-trnF,MN155484,930,Cyathea assurgens R. M. Tryon,Cyathea assurgens R.M.Tryon,2598259,FALSE
Cyathea_atahuallpa,trnL-trnF,MN155486,931,Cyathea atahuallpa (R. M. Tryon) Lellinger,Cyathea atahuallpa (R.M.Tryon) Lellinger,2598260,FALSE
Cyathea_aterrima,trnL-trnF,MN155489,935,Cyathea aterrima (Hook.) Domin,Cyathea aterrima (Hook.) Domin,2598261,FALSE
Cyathea_atrovirens,trnL-trnF,MN155490,800,Cyathea atrovirens (Langsd. & Fisch.) Domin,Cyathea atrovirens (Langsd. & Fisch.) Domin,1803850,FALSE
Cyathea_austropallescens,trnL-trnF,MN155491,864,Cyathea austropallescens Lehnert,Cyathea austropallescens Lehnert,2598262,FALSE
Cyathea_bicrenata,rbcL,AM410219,1309,Cyathea bicrenata Liebm.,Cyathea stipularis (Christ) Domin,411289,FALSE
Cyathea_bicrenata,trnL-trnF,AM410347,962,Cyathea bicrenata Liebm.,Cyathea stipularis (Christ) Domin,411289,FALSE
Cyathea_bipinnatifida,trnL-trnF,MN155494,931,Cyathea bipinnatifida (Baker) Domin,Cyathea bipinnatifida (Baker) Domin,2598263,FALSE
Cyathea_borinquena,rbcL,KT235816,1309,Cyathea borinquena (Maxon) Domin,Cyathea borinquena (Maxon) Domin,883776,FALSE
Cyathea_borinquena,trnL-trnF,KT235867,909,Cyathea borinquena (Maxon) Domin,Cyathea borinquena (Maxon) Domin,883776,FALSE
Cyathea_bradei,rbcL,KJ628672,1266,Cyathea bradei (P. G. Windisch) Lellinger,Cyathea bradei (P.G.Windisch) Lellinger,1481334,FALSE
Cyathea_brucei,trnL-trnF,MN155497,938,Cyathea brucei Lehnert,Cyathea brucei Lehnert,2598264,FALSE
Cyathea_calamitatis,trnL-trnF,MN155498,911,Cyathea calamitatis Lehnert,Cyathea calamitatis Lehnert,2598265,FALSE
Cyathea_caracasana,rbcL,AM410223,1309,Cyathea caracasana (Klotzsch) Domin,Cyathea caracasana (Klotzsch) Domin,411277,FALSE
Cyathea_caracasana,trnL-trnF,AM410351,1007,Cyathea caracasana (Klotzsch) Domin,Cyathea caracasana (Klotzsch) Domin,411277,FALSE
Cyathea_catacampta,trnL-trnF,MN155501,929,Cyathea catacampta Alston,Cyathea catacampta Alston,2598267,FALSE
Cyathea_catenata,trnL-trnF,MN155502,923,"Cyathea catenata Lehnert, F. Giraldo & W. Rodríguez","Cyathea catenata Lehnert, F.Giraldo & W.D.Rodr.",2600178,FALSE
Cyathea_chimaera,trnL-trnF,MN155508,925,Cyathea chimaera Lehnert & A. Tejedor,Cyathea chimaera Lehnert & A.Tejedor,2598268,FALSE
Cyathea_chiricana,trnL-trnF,MN155509,929,Cyathea chiricana (Maxon) Domin,Cyathea chiricana var. chiricana,2598412,FALSE
Cyathea_chocoensis,trnL-trnF,MN155510,926,Cyathea chocoensis (Stolze) Lehnert,Cyathea chocoensis (Stolze) Lehnert,2598269,FALSE
Cyathea_choricarpa,trnL-trnF,MN155511,927,Cyathea choricarpa (Maxon) Domin,Cyathea choricarpa (Maxon) Domin,2598270,FALSE
Cyathea_cicatricosa,matK,MF178056,1497,Cyathea cicatricosa Holttum,Cyathea cicatricosa Holttum,2071575,FALSE
Cyathea_cicatricosa,trnL-trnF,MF066480,943,Cyathea cicatricosa Holttum,Cyathea cicatricosa Holttum,2071575,FALSE
Cyathea_cnemidaria,trnL-trnF,MN155513,929,Cyathea cnemidaria Lehnert,Cyathea cnemidaria Lehnert,2598271,FALSE
Cyathea_cocleana,trnL-trnF,MN155514,534,Cyathea cocleana (Stolze) Lehnert,Cyathea cocleana (Stolze) Lehnert,2598272,FALSE
Cyathea_conjugata,matK,KY458199,698,Cyathea conjugata (Spruce ex Hook.) Domin,Cyathea conjugata (Spruce ex Hook.) Domin,2060755,FALSE
Cyathea_conjugata,rbcL,KY458187,626,Cyathea conjugata (Spruce ex Hook.) Domin,Cyathea conjugata (Spruce ex Hook.) Domin,2060755,FALSE
Cyathea_corcovadensis,rbcL,MG718084,703,Cyathea corcovadensis (Raddi) Domin,Cyathea corcovadensis (Raddi) Domin,2072233,FALSE
Cyathea_costaricensis,rbcL,MW620332,1308,Cyathea costaricensis (Mett. ex Kuhn) Domin,Cyathea costaricensis (Mett. ex Kunh) Domin,461337,FALSE
Cyathea_crenata,trnL-trnF,MN155520,930,Cyathea crenata (Sodiro) Christ,Cyathea crenata (Sodiro) Christ,2598274,FALSE
Cyathea_croftii,trnL-trnF,MN155523,945,Cyathea croftii Holttum,Cyathea croftii Holttum,2598377,FALSE
Cyathea_cyatheoides,trnL-trnF,MN155524,935,Cyathea cyatheoides (Desv.) K. U. Kramer,Cyathea cyatheoides (Desv.) K.U.Kramer,2598275,FALSE
Cyathea_cystolepis,trnL-trnF,MN155526,926,Cyathea cystolepis var. boreopallescens Lehnert,Cyathea cystolepis var. boreopallescens Lehnert,2598378,FALSE
Cyathea_decorata,trnL-trnF,MN155527,927,Cyathea decorata (Maxon) R. M. Tryon,Cyathea decorata (Maxon) R.M.Tryon,2598278,FALSE
Cyathea_decurrens,trnL-trnF,MN155528,916,Cyathea decurrens (Hook.) Copel.,Cyathea decurrens (Hook.) Copel.,2598279,FALSE
Cyathea_decurrentiloba,trnL-trnF,MN155529,932,Cyathea decurrentiloba Domin,Cyathea decurrentiloba Domin,2598280,FALSE
Cyathea_dejecta,atpA,AM176449,1514,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_dejecta,atpB,AM176608,1150,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_dejecta,rbcL,AF101301,1321,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_dejecta,rps4,AM176501,560,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_dejecta,rps4-trnS,AM176501,82,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_dejecta,trnL-trnF,AM410299,977,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,106770,FALSE
Cyathea_delgadii,rbcL,MW138178,1309,Cyathea delgadii Pohl ex Sternb.,Cyathea delgadii Sternb.,1803849,FALSE
Cyathea_diabolica,trnL-trnF,MN155533,942,Cyathea diabolica Lehnert,Cyathea diabolica Lehnert,2598281,FALSE
Cyathea_dichromatolepis,trnL-trnF,MN155535,910,Cyathea dichromatolepis (Fée) Domin,Cyathea dichromatolepis (Fee) Domin,2598282,FALSE
Cyathea_divergens,atpA,AM176439,1514,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_divergens,atpB,AM176599,1482,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_divergens,rbcL,AM177337,1309,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_divergens,rps4,AM176494,596,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_divergens,rps4-trnS,AM176494,118,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_divergens,trnL-trnF,AM410321,982,Cyathea divergens Kunze,Cyathea divergens Kunze,361544,FALSE
Cyathea_dombeyi,trnL-trnF,MN155539,831,Cyathea dombeyi (Desv.) Lellinger,Cyathea dombeyi (Desv.) Lellinger,2598283,FALSE
Cyathea_dudleyi,trnL-trnF,MN155540,848,Cyathea dudleyi R. M. Tryon,Cyathea dudleyi R.M.Tryon,2598284,FALSE
Cyathea_ebenina,trnL-trnF,MN155541,932,Cyathea ebenina H. Karst.,Cyathea ebenina H.Karst.,2598285,FALSE
Cyathea_epaleata,rbcL,KY099787,1309,Cyathea epaleata (Holttum) Holttum,Cyathea epaleata (Holttum) Holttum,2053850,FALSE
Cyathea_estelae,trnL-trnF,MN155546,940,Cyathea estelae (Riba) Proctor,Cyathea estelae (Riba) Proctor,2598286,FALSE
Cyathea_ewanii,atpB,MN781289,774,Cyathea ewanii Alston,Cyathea ewanii Alston,2598287,FALSE
Cyathea_ewanii,rbcL,MN781342,762,Cyathea ewanii Alston,Cyathea ewanii Alston,2598287,FALSE
Cyathea_ewanii,rps4,MN781350,540,Cyathea ewanii Alston,Cyathea ewanii Alston,2598287,FALSE
Cyathea_ewanii,rps4-trnS,MN781350,118,Cyathea ewanii Alston,Cyathea ewanii Alston,2598287,FALSE
Cyathea_feeana,trnL-trnF,MN155550,935,Cyathea feeana (C. Chr.) Domin,Cyathea feeana (C.Chr.) Domin,2598290,FALSE
Cyathea_frigida,trnL-trnF,MN155551,545,Cyathea frigida (H. Karst.) Domin,Cyathea frigida (H.Karst.) Domin,2598291,FALSE
Cyathea_frondosa,trnL-trnF,MN155552,935,Cyathea frondosa H. Karst.,Cyathea frondosa H.Karst.,2598292,FALSE
Cyathea_fulva,rbcL,KT235817,1309,Cyathea fulva (M. Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fee,1710901,FALSE
Cyathea_fulva,trnL-trnF,KT235868,927,Cyathea fulva (M. Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fee,1710901,FALSE
Cyathea_gibbosa,atpA,AM176462,1514,Cyathea gibbosa (Klotzsch) Domin,Cyathea gibbosa (Klotzsch) Domin,361530,FALSE
Cyathea_gibbosa,rbcL,AM177354,1309,Cyathea gibbosa (Klotzsch) Domin,Cyathea gibbosa (Klotzsch) Domin,361530,FALSE
Cyathea_gibbosa,rps4,AM176510,603,Cyathea gibbosa (Klotzsch) Domin,Cyathea gibbosa (Klotzsch) Domin,361530,FALSE
Cyathea_gibbosa,rps4-trnS,AM176510,118,Cyathea gibbosa (Klotzsch) Domin,Cyathea gibbosa (Klotzsch) Domin,361530,FALSE
Cyathea_gibbosa,trnL-trnF,AM410330,647,Cyathea gibbosa (Klotzsch) Domin,Cyathea gibbosa (Klotzsch) Domin,361530,FALSE
Cyathea_glaziovii,trnL-trnF,MN155555,932,Cyathea glaziovii Domin,Cyathea glaziovii (Fee) Domin,2598293,FALSE
Cyathea_godmanii,rbcL,AM410222,1309,Cyathea godmanii (Hook.) Domin,Cyathea valdecrenata Domin,411290,FALSE
Cyathea_godmanii,trnL-trnF,AM410350,974,Cyathea godmanii (Hook.) Domin,Cyathea valdecrenata Domin,411290,FALSE
Cyathea_gracilis,rbcL,AM410217,1309,Cyathea gracilis Griseb.,Cyathea gracilis Griseb.,411280,FALSE
Cyathea_gracilis,trnL-trnF,AM410345,779,Cyathea gracilis Griseb.,Cyathea gracilis Griseb.,411280,FALSE
Cyathea_grandifolia,atpA,AM176434,1514,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_grandifolia,atpB,AM176594,1482,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_grandifolia,rbcL,AM177332,1309,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_grandifolia,rps4,AM176490,596,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_grandifolia,rps4-trnS,AM176490,118,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_grandifolia,trnL-trnF,AM410302,626,Cyathea grandifolia Willd.,Cyathea grandifolia Willd.,361521,FALSE
Cyathea_guentheriana,matK,KR270522,714,Cyathea guentheriana Lehnert,Cyathea guentheriana Lehnert,1671971,FALSE
Cyathea_guentheriana,rbcL,KR082862,628,Cyathea guentheriana Lehnert,Cyathea guentheriana Lehnert,1671971,FALSE
Cyathea_hemiepiphytica,trnL-trnF,MN155558,927,Cyathea hemiepiphytica R. C. Moran,Cyathea hemiepiphytica R.C.Moran,2598294,FALSE
Cyathea_holdridgeana,trnL-trnF,MN155559,928,Cyathea holdridgeana Nisman & L. D. Gómez,Cyathea holdridgeana Nisman & L.D.Gomez,1710902,FALSE
Cyathea_horrida,atpA,EF463637,1506,Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,411281,FALSE
Cyathea_horrida,atpB,EF463364,1183,Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,411281,FALSE
Cyathea_horrida,rbcL,AM410196,1309,Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,411281,FALSE
Cyathea_horrida,trnL-trnF,AM410320,899,Cyathea horrida (L.) Sm.,Cyathea horrida (L.) Sm.,411281,FALSE
Cyathea_howeana,rbcL,AM410188,1309,Cyathea howeana Domin,Cyathea howeana Domin,411282,FALSE
Cyathea_howeana,trnL-trnF,AM410308,999,Cyathea howeana Domin,Cyathea howeana Domin,411282,FALSE
Cyathea_hymenophylloides,rbcL,AF101302,1321,Cyathea hymenophylloides (L. D. Gómez) Christenh.,Cyathea hymenophylloides (L.D.Gomez) Christenh.,106771,FALSE
Cyathea_impar,trnL-trnF,MN155563,937,Cyathea impar R. M. Tryon,Cyathea impar R.M.Tryon,2598298,FALSE
Cyathea_karsteniana,rbcL,AM410221,1309,Cyathea karsteniana (Klotzsch) Domin,Cyathea karsteniana (Klotzsch) Domin,411283,FALSE
Cyathea_karsteniana,trnL-trnF,AM410349,1003,Cyathea karsteniana (Klotzsch) Domin,Cyathea karsteniana (Klotzsch) Domin,411283,FALSE
Cyathea_lasiosora,matK,KR270518,702,Cyathea lasiosora (Mett. ex Kuhn) Domin,Cyathea lasiosora (Mett. ex Kuhn) Domin,1481335,FALSE
Cyathea_lasiosora,rbcL,KR082856,632,Cyathea lasiosora (Mett. ex Kuhn) Domin,Cyathea lasiosora (Mett. ex Kuhn) Domin,1481335,FALSE
Cyathea_latevagans,trnL-trnF,MN155568,921,Cyathea latevagans (Baker) Domin,Cyathea latevagans (Baker) Domin,2598300,FALSE
Cyathea_lechleri,trnL-trnF,MN155569,550,Cyathea lechleri Mett.,Cyathea lechleri Mett.,2598301,FALSE
Cyathea_leucofolis,trnL-trnF,MN155570,940,Cyathea leucofolis Domin,Cyathea leucofolis Domin,2598302,FALSE
Cyathea_leucolepismata,rbcL,MN781341,856,Cyathea leucolepismata Alston,Cyathea leucolepismata Alston,2598303,FALSE
Cyathea_leucolepismata,rps4,MN781351,540,Cyathea leucolepismata Alston,Cyathea leucolepismata Alston,2598303,FALSE
Cyathea_leucolepismata,rps4-trnS,MN781351,118,Cyathea leucolepismata Alston,Cyathea leucolepismata Alston,2598303,FALSE
Cyathea_leucolepismata,trnL-trnF,MN155572,949,Cyathea leucolepismata Alston,Cyathea leucolepismata Alston,2598303,FALSE
Cyathea_lindeniana,trnL-trnF,MN155575,932,Cyathea lindeniana C. Presl,Cyathea lindeniana C.Presl,2598304,FALSE
Cyathea_lindigii,trnL-trnF,MN155576,941,Cyathea lindigii (Baker) Domin,Cyathea lindigii (Baker) Domin,2598305,FALSE
Cyathea_macrocarpa,rbcL,MF786427,553,Cyathea macrocarpa (C. Presl) Domin,Cyathea macrocarpa (C.Presl) Domin,2054457,FALSE
Cyathea_macrosora,matK,KR270512,699,Cyathea macrosora (Baker) Domin,Cyathea macrosora (Baker ex Thurn) Domin,1671968,FALSE
Cyathea_macrosora,rbcL,KR082851,628,Cyathea macrosora (Baker) Domin,Cyathea macrosora (Baker ex Thurn) Domin,1671968,FALSE
Cyathea_margarita,trnL-trnF,MN155578,940,Cyathea margarita Lehnert,Cyathea margarita Lehnert,2598306,FALSE
Cyathea_marginalis,trnL-trnF,MN155579,933,Cyathea marginalis (Klotzsch) Domin,Cyathea marginalis (Klotzsch) Domin,2598307,FALSE
Cyathea_meridensis,trnL-trnF,MN155580,934,Cyathea meridensis H. Karst.,Cyathea meridensis H.Karst.,2598308,FALSE
Cyathea_mexiae,trnL-trnF,MN155581,932,Cyathea mexiae Copel.,Cyathea mexiae Copel.,2598310,FALSE
Cyathea_microdonta,rbcL,KT235818,1309,Cyathea microdonta (Desv.) Domin,Cyathea microdonta (Desv.) Domin,544601,FALSE
Cyathea_microdonta,trnL-trnF,KT235872,765,Cyathea microdonta (Desv.) Domin,Cyathea microdonta (Desv.) Domin,544601,FALSE
Cyathea_minuta,trnL-trnF,MN155584,937,Cyathea minuta J. Murillo & M. T. Murillo,Cyathea minuta J.Murillo & M.T.Murillo,2598311,FALSE
Cyathea_moranii,trnL-trnF,MN155585,945,Cyathea moranii Lehnert,Cyathea moranii Lehnert,2598312,FALSE
Cyathea_mucilagina,matK,KR270526,709,Cyathea mucilagina R. C. Moran,Cyathea ecuadorensis Domin,1671969,FALSE
Cyathea_mucilagina,rbcL,KR082866,627,Cyathea mucilagina R. C. Moran,Cyathea ecuadorensis Domin,1671969,FALSE
Cyathea_multiflora,atpA,EF463638,1506,Cyathea multiflora Sm.,Cyathea multiflora Sm.,411284,FALSE
Cyathea_multiflora,atpB,EF463365,1183,Cyathea multiflora Sm.,Cyathea multiflora Sm.,411284,FALSE
Cyathea_multiflora,rbcL,AM410197,1309,Cyathea multiflora Sm.,Cyathea multiflora Sm.,411284,FALSE
Cyathea_multiflora,trnL-trnF,AM410322,975,Cyathea multiflora Sm.,Cyathea multiflora Sm.,411284,FALSE
Cyathea_mutica,rbcL,AM410220,1309,Cyathea mutica (Christ) Domin,Cyathea mutica (Christ) Domin,411285,FALSE
Cyathea_mutica,trnL-trnF,AM410348,971,Cyathea mutica (Christ) Domin,Cyathea mutica (Christ) Domin,411285,FALSE
Cyathea_myosuroides,rbcL,MW620331,1232,Cyathea myosuroides (Liebm.) Domin,Cyathea myosuroides (Liebm.) Domin.,461338,FALSE
Cyathea_myriotricha,rbcL,EU751604,1309,Cyathea myriotricha (Baker) R. C. Moran & J. Prado,Cyathea myriotricha,565136,FALSE
Cyathea_nervosa,trnL-trnF,MN155593,782,Cyathea nervosa (Maxon) Lehnert,Cyathea nervosa (Maxon) Lehnert,2598314,FALSE
Cyathea_nesiotica,rbcL,KT235819,1309,Cyathea nesiotica (Maxon) Domin,Cyathea nesiotica (Maxon) Domin,544602,FALSE
Cyathea_nesiotica,trnL-trnF,KT235873,911,Cyathea nesiotica (Maxon) Domin,Cyathea nesiotica (Maxon) Domin,544602,FALSE
Cyathea_nigripes,rbcL,KT235820,1284,Cyathea nigripes (C. Presl) Domin,Cyathea nigripes (C.Chr.) Domin,1710907,FALSE
Cyathea_nigripes,trnL-trnF,KT235874,880,Cyathea nigripes (C. Presl) Domin,Cyathea nigripes (C.Chr.) Domin,1710907,FALSE
Cyathea_notabilis,rbcL,KT235821,1309,Cyathea notabilis Domin,Cyathea notabilis Domin,544603,FALSE
Cyathea_notabilis,trnL-trnF,KT235875,940,Cyathea notabilis Domin,Cyathea notabilis Domin,544603,FALSE
Cyathea_obnoxia,trnL-trnF,MN155597,930,Cyathea obnoxia Lehnert,Cyathea obnoxia Lehnert,2598315,FALSE
Cyathea_oreopteroides,trnL-trnF,MN155598,924,Cyathea oreopteroides Lehnert & A. Tejedor,Cyathea oreopteroides Lehnert & A.Tejedor,2598316,FALSE
Cyathea_palaciosii,trnL-trnF,MN155599,527,Cyathea palaciosii R. C. Moran,Cyathea palaciosii R.C.Moran,2598317,FALSE
Cyathea_pallescens,trnL-trnF,MN155600,897,Cyathea pallescens (Sodiro) Domin,Cyathea pallescens (Sodiro) Domin,2598318,FALSE
Cyathea_parvifolia,trnL-trnF,MN155601,912,Cyathea parvifolia Sodiro,Cyathea parvifolia Sodiro,2598319,FALSE
Cyathea_parvula,atpA,AM176440,1514,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_parvula,atpB,AM176600,1482,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_parvula,rbcL,AM177338,1309,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_parvula,rps4,AM176495,603,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_parvula,rps4-trnS,AM176495,118,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_parvula,trnL-trnF,AM410319,409,Cyathea parvula (Jenman) Proctor,Cyathea parvula (Jenm.) Proctor,361545,FALSE
Cyathea_patens,trnL-trnF,MN155605,928,Cyathea patens hort. ex Houlston & Moore,Cyathea patens hort. ex Houlston & Moore,2598320,FALSE
Cyathea_pauciflora,trnL-trnF,MN155606,930,Cyathea pauciflora (Kuhn) Lellinger,Cyathea pauciflora (Kuhn) Lellinger,2598321,FALSE
Cyathea_peladensis,trnL-trnF,MN155608,933,Cyathea peladensis (Hieron.) Domin,Cyathea peladensis (Hieron.) Domin,2598322,FALSE
Cyathea_petiolata,rbcL,KJ628676,1269,Cyathea petiolata (Hook.) R. M. Tryon,Cyathea petiolata (Hook.) R.M.Tryon,1481336,FALSE
Cyathea_phalaenolepis,trnL-trnF,MN155610,936,Cyathea phalaenolepis (C. Chr.) Domin Domin,Cyathea phalaenolepis (C.Chr.) Domin,2598323,FALSE
Cyathea_phalerata,rbcL,MG718085,702,Cyathea phalerata Mart.,Cyathea phalerata Mart.,2072234,FALSE
Cyathea_pilosissima,trnL-trnF,MN155613,939,Cyathea pilosissima (Baker) Domin,Cyathea pilosissima (Baker) Domin,2598324,FALSE
